,geo,time,value
736,Cyprus,2011-05-01,0.89
737,Cyprus,2011-06-01,0.75
738,Cyprus,2011-07-01,0.67
739,Cyprus,2011-08-01,0.81
740,Cyprus,2011-09-01,0.96
741,Cyprus,2011-10-01,1.24
742,Cyprus,2011-11-01,1.26
743,Cyprus,2011-12-01,1.34
744,Cyprus,2012-01-01,1.49
745,Cyprus,2012-02-01,1.22
746,Cyprus,2012-03-01,1.15
747,Cyprus,2012-04-01,1.06
748,Cyprus,2012-05-01,1.07
749,Cyprus,2012-06-01,0.78
750,Cyprus,2012-07-01,0.9
751,Cyprus,2012-08-01,0.84
752,Cyprus,2012-09-01,1.06
753,Cyprus,2012-10-01,1.2
754,Cyprus,2012-11-01,1.11
755,Cyprus,2012-12-01,1.11
756,Cyprus,2013-01-01,1.32
757,Cyprus,2013-02-01,1.03
758,Cyprus,2013-03-01,0.8
759,Cyprus,2013-04-01,1.01
760,Cyprus,2013-05-01,0.71
761,Cyprus,2013-06-01,0.69
762,Cyprus,2013-07-01,0.74
763,Cyprus,2013-08-01,0.69
764,Cyprus,2013-09-01,0.91
765,Cyprus,2013-10-01,1.19
766,Cyprus,2013-11-01,1.04
767,Cyprus,2013-12-01,1.09
768,Cyprus,2014-01-01,1.14
769,Cyprus,2014-02-01,0.88
770,Cyprus,2014-03-01,0.9
771,Cyprus,2014-04-01,0.87
772,Cyprus,2014-05-01,0.92
773,Cyprus,2014-06-01,0.84
774,Cyprus,2014-07-01,0.84
775,Cyprus,2014-08-01,0.67
776,Cyprus,2014-09-01,1.08
777,Cyprus,2014-10-01,1.08
778,Cyprus,2014-11-01,1.08
779,Cyprus,2014-12-01,1.22
780,Cyprus,2015-01-01,1.21
781,Cyprus,2015-02-01,0.88
782,Cyprus,2015-03-01,1.05
783,Cyprus,2015-04-01,1.01
784,Cyprus,2015-05-01,0.86
785,Cyprus,2015-06-01,1.0
786,Cyprus,2015-07-01,0.93
787,Cyprus,2015-08-01,0.71
788,Cyprus,2015-09-01,1.16
789,Cyprus,2015-10-01,1.12
790,Cyprus,2015-11-01,1.22
791,Cyprus,2015-12-01,1.15
792,Cyprus,2016-01-01,1.29
793,Cyprus,2016-02-01,1.08
794,Cyprus,2016-03-01,0.94
795,Cyprus,2016-04-01,0.78
796,Cyprus,2016-05-01,0.88
797,Cyprus,2016-06-01,0.72
798,Cyprus,2016-07-01,0.69
799,Cyprus,2016-08-01,0.82
800,Cyprus,2016-09-01,1.1
801,Cyprus,2016-10-01,1.08
802,Cyprus,2016-11-01,1.05
803,Cyprus,2016-12-01,0.92
804,Cyprus,2017-01-01,0.97
805,Cyprus,2017-02-01,0.85
806,Cyprus,2017-03-01,0.99
807,Cyprus,2017-04-01,0.85
808,Cyprus,2017-05-01,0.96
809,Cyprus,2017-06-01,0.89
810,Cyprus,2017-07-01,0.72
811,Cyprus,2017-08-01,0.95
812,Cyprus,2017-09-01,1.08
813,Cyprus,2017-10-01,1.39
814,Cyprus,2017-11-01,1.38
815,Cyprus,2017-12-01,1.29
816,Cyprus,2018-01-01,1.34
817,Cyprus,2018-02-01,1.09
818,Cyprus,2018-03-01,1.1
819,Cyprus,2018-04-01,1.04
820,Cyprus,2018-05-01,1.02
821,Cyprus,2018-06-01,0.91
822,Cyprus,2018-07-01,0.91
823,Cyprus,2018-08-01,0.92
824,Cyprus,2018-09-01,0.99
825,Cyprus,2018-10-01,1.24
826,Cyprus,2018-11-01,1.18
827,Cyprus,2018-12-01,1.14
828,Cyprus,2019-01-01,1.47
829,Cyprus,2019-02-01,1.2
830,Cyprus,2019-03-01,1.08
831,Cyprus,2019-04-01,1.05
832,Cyprus,2019-05-01,1.17
833,Cyprus,2019-06-01,0.81
834,Cyprus,2019-07-01,0.97
835,Cyprus,2019-08-01,0.84
836,Cyprus,2019-09-01,1.09
837,Cyprus,2019-10-01,1.27
838,Cyprus,2019-11-01,1.17
839,Cyprus,2019-12-01,1.25
840,Czechia,2010-01-01,19.69
841,Czechia,2010-02-01,18.53
842,Czechia,2010-03-01,20.81
843,Czechia,2010-04-01,21.23
844,Czechia,2010-05-01,20.22
845,Czechia,2010-06-01,19.96
846,Czechia,2010-07-01,17.71
847,Czechia,2010-08-01,19.6
848,Czechia,2010-09-01,20.18
849,Czechia,2010-10-01,21.32
850,Czechia,2010-11-01,23.86
851,Czechia,2010-12-01,21.76
852,Czechia,2011-01-01,19.82
853,Czechia,2011-02-01,18.61
854,Czechia,2011-03-01,21.23
855,Czechia,2011-04-01,19.41
856,Czechia,2011-05-01,20.46
857,Czechia,2011-06-01,19.28
858,Czechia,2011-07-01,17.19
859,Czechia,2011-08-01,20.41
860,Czechia,2011-09-01,20.17
861,Czechia,2011-10-01,20.21
862,Czechia,2011-11-01,21.65
863,Czechia,2011-12-01,19.86
864,Czechia,2012-01-01,18.96
865,Czechia,2012-02-01,17.6
866,Czechia,2012-03-01,18.73
867,Czechia,2012-04-01,17.82
868,Czechia,2012-05-01,18.49
869,Czechia,2012-06-01,17.35
870,Czechia,2012-07-01,16.62
871,Czechia,2012-08-01,18.42
872,Czechia,2012-09-01,17.22
873,Czechia,2012-10-01,20.95
874,Czechia,2012-11-01,19.4
875,Czechia,2012-12-01,16.39
876,Czechia,2013-01-01,18.68
877,Czechia,2013-02-01,16.3
878,Czechia,2013-03-01,17.97
879,Czechia,2013-04-01,18.32
880,Czechia,2013-05-01,18.17
881,Czechia,2013-06-01,15.62
882,Czechia,2013-07-01,17.59
883,Czechia,2013-08-01,16.69
884,Czechia,2013-09-01,17.75
885,Czechia,2013-10-01,18.5
886,Czechia,2013-11-01,18.92
887,Czechia,2013-12-01,17.7
888,Czechia,2014-01-01,18.94
889,Czechia,2014-02-01,16.4
890,Czechia,2014-03-01,17.25
891,Czechia,2014-04-01,17.9
892,Czechia,2014-05-01,17.41
893,Czechia,2014-06-01,16.64
894,Czechia,2014-07-01,16.84
895,Czechia,2014-08-01,16.54
896,Czechia,2014-09-01,18.83
897,Czechia,2014-10-01,19.33
898,Czechia,2014-11-01,18.43
899,Czechia,2014-12-01,18.65
900,Czechia,2015-01-01,18.47
901,Czechia,2015-02-01,16.74
902,Czechia,2015-03-01,18.67
903,Czechia,2015-04-01,18.88
904,Czechia,2015-05-01,17.12
905,Czechia,2015-06-01,17.98
906,Czechia,2015-07-01,16.76
907,Czechia,2015-08-01,17.13
908,Czechia,2015-09-01,19.27
909,Czechia,2015-10-01,20.08
910,Czechia,2015-11-01,20.34
911,Czechia,2015-12-01,19.69
912,Czechia,2016-01-01,19.21
913,Czechia,2016-02-01,19.03
914,Czechia,2016-03-01,19.78
915,Czechia,2016-04-01,19.61
916,Czechia,2016-05-01,19.65
917,Czechia,2016-06-01,17.98
918,Czechia,2016-07-01,16.66
919,Czechia,2016-08-01,19.59
920,Czechia,2016-09-01,19.12
921,Czechia,2016-10-01,19.94
922,Czechia,2016-11-01,21.58
923,Czechia,2016-12-01,19.78
924,Czechia,2017-01-01,18.5
925,Czechia,2017-02-01,17.11
926,Czechia,2017-03-01,19.77
927,Czechia,2017-04-01,16.84
928,Czechia,2017-05-01,18.91
929,Czechia,2017-06-01,17.28
930,Czechia,2017-07-01,15.84
931,Czechia,2017-08-01,18.27
932,Czechia,2017-09-01,17.44
933,Czechia,2017-10-01,19.85
934,Czechia,2017-11-01,20.0
935,Czechia,2017-12-01,18.53
936,Czechia,2018-01-01,19.44
937,Czechia,2018-02-01,16.96
938,Czechia,2018-03-01,18.47
939,Czechia,2018-04-01,18.19
940,Czechia,2018-05-01,18.85
941,Czechia,2018-06-01,16.97
942,Czechia,2018-07-01,17.29
943,Czechia,2018-08-01,19.04
944,Czechia,2018-09-01,18.99
945,Czechia,2018-10-01,22.54
946,Czechia,2018-11-01,22.61
947,Czechia,2018-12-01,18.35
948,Czechia,2019-01-01,20.49
949,Czechia,2019-02-01,18.09
950,Czechia,2019-03-01,19.43
951,Czechia,2019-04-01,19.4
952,Czechia,2019-05-01,20.04
953,Czechia,2019-06-01,16.47
954,Czechia,2019-07-01,18.3
955,Czechia,2019-08-01,18.4
956,Czechia,2019-09-01,19.16
957,Czechia,2019-10-01,21.59
958,Czechia,2019-11-01,21.16
959,Czechia,2019-12-01,18.42
1080,Denmark,2010-01-01,30.2
1081,Denmark,2010-02-01,27.2
1082,Denmark,2010-03-01,31.2
1083,Denmark,2010-04-01,26.6
1084,Denmark,2010-05-01,27.9
1085,Denmark,2010-06-01,31.0
1086,Denmark,2010-07-01,18.1
1087,Denmark,2010-08-01,33.2
1088,Denmark,2010-09-01,35.3
1089,Denmark,2010-10-01,32.8
1090,Denmark,2010-11-01,40.2
1091,Denmark,2010-12-01,29.2
1092,Denmark,2011-01-01,32.9
1093,Denmark,2011-02-01,27.0
1094,Denmark,2011-03-01,31.1
1095,Denmark,2011-04-01,25.0
1096,Denmark,2011-05-01,33.0
1097,Denmark,2011-06-01,27.9
1098,Denmark,2011-07-01,19.8
1099,Denmark,2011-08-01,36.0
1100,Denmark,2011-09-01,35.0
1101,Denmark,2011-10-01,34.0
1102,Denmark,2011-11-01,37.4
1103,Denmark,2011-12-01,28.7
1104,Denmark,2012-01-01,28.8
1105,Denmark,2012-02-01,25.6
1106,Denmark,2012-03-01,27.6
1107,Denmark,2012-04-01,26.8
1108,Denmark,2012-05-01,29.0
1109,Denmark,2012-06-01,30.2
1110,Denmark,2012-07-01,20.5
1111,Denmark,2012-08-01,34.1
1112,Denmark,2012-09-01,31.5
1113,Denmark,2012-10-01,37.5
1114,Denmark,2012-11-01,35.2
1115,Denmark,2012-12-01,24.6
1116,Denmark,2013-01-01,33.3
1117,Denmark,2013-02-01,26.8
1118,Denmark,2013-03-01,24.6
1119,Denmark,2013-04-01,28.7
1120,Denmark,2013-05-01,29.2
1121,Denmark,2013-06-01,27.4
1122,Denmark,2013-07-01,21.2
1123,Denmark,2013-08-01,28.9
1124,Denmark,2013-09-01,32.2
1125,Denmark,2013-10-01,37.7
1126,Denmark,2013-11-01,36.3
1127,Denmark,2013-12-01,28.2
1128,Denmark,2014-01-01,36.0
1129,Denmark,2014-02-01,28.4
1130,Denmark,2014-03-01,26.2
1131,Denmark,2014-04-01,24.5
1132,Denmark,2014-05-01,26.9
1133,Denmark,2014-06-01,28.0
1134,Denmark,2014-07-01,22.1
1135,Denmark,2014-08-01,30.7
1136,Denmark,2014-09-01,35.9
1137,Denmark,2014-10-01,38.5
1138,Denmark,2014-11-01,34.1
1139,Denmark,2014-12-01,27.2
1140,Denmark,2015-01-01,31.7
1141,Denmark,2015-02-01,24.5
1142,Denmark,2015-03-01,26.7
1143,Denmark,2015-04-01,22.9
1144,Denmark,2015-05-01,23.0
1145,Denmark,2015-06-01,28.5
1146,Denmark,2015-07-01,20.1
1147,Denmark,2015-08-01,28.6
1148,Denmark,2015-09-01,32.6
1149,Denmark,2015-10-01,31.1
1150,Denmark,2015-11-01,32.7
1151,Denmark,2015-12-01,26.8
1152,Denmark,2016-01-01,27.1
1153,Denmark,2016-02-01,26.9
1154,Denmark,2016-03-01,27.1
1155,Denmark,2016-04-01,29.6
1156,Denmark,2016-05-01,29.1
1157,Denmark,2016-06-01,33.3
1158,Denmark,2016-07-01,21.1
1159,Denmark,2016-08-01,32.7
1160,Denmark,2016-09-01,33.7
1161,Denmark,2016-10-01,33.5
1162,Denmark,2016-11-01,35.5
1163,Denmark,2016-12-01,26.8
1164,Denmark,2017-01-01,28.0
1165,Denmark,2017-02-01,23.0
1166,Denmark,2017-03-01,27.0
1167,Denmark,2017-04-01,23.0
1168,Denmark,2017-05-01,28.0
1169,Denmark,2017-06-01,28.0
1170,Denmark,2017-07-01,20.0
1171,Denmark,2017-08-01,29.0
1172,Denmark,2017-09-01,29.0
1173,Denmark,2017-10-01,32.0
1174,Denmark,2017-11-01,32.0
1175,Denmark,2017-12-01,24.0
1176,Denmark,2018-01-01,29.0
1177,Denmark,2018-02-01,23.6
1178,Denmark,2018-03-01,26.4
1179,Denmark,2018-04-01,26.0
1180,Denmark,2018-05-01,27.7
1181,Denmark,2018-06-01,28.1
1182,Denmark,2018-07-01,22.4
1183,Denmark,2018-08-01,33.6
1184,Denmark,2018-09-01,28.3
1185,Denmark,2018-10-01,32.3
1186,Denmark,2018-11-01,33.1
1187,Denmark,2018-12-01,23.0
1188,Denmark,2019-01-01,30.5
1189,Denmark,2019-02-01,24.0
1190,Denmark,2019-03-01,24.6
1191,Denmark,2019-04-01,24.4
1192,Denmark,2019-05-01,26.3
1193,Denmark,2019-06-01,23.8
1194,Denmark,2019-07-01,22.4
1195,Denmark,2019-08-01,27.7
1196,Denmark,2019-09-01,27.0
1197,Denmark,2019-10-01,32.1
1198,Denmark,2019-11-01,29.3
1199,Denmark,2019-12-01,23.8
1200,Estonia,2010-01-01,2.37
1201,Estonia,2010-02-01,2.26
1202,Estonia,2010-03-01,3.06
1203,Estonia,2010-04-01,2.91
1204,Estonia,2010-05-01,2.94
1205,Estonia,2010-06-01,2.56
1206,Estonia,2010-07-01,2.64
1207,Estonia,2010-08-01,3.29
1208,Estonia,2010-09-01,3.83
1209,Estonia,2010-10-01,3.49
1210,Estonia,2010-11-01,3.42
1211,Estonia,2010-12-01,2.84
1212,Estonia,2011-01-01,2.58
1213,Estonia,2011-02-01,2.52
1214,Estonia,2011-03-01,3.07
1215,Estonia,2011-04-01,2.46
1216,Estonia,2011-05-01,2.83
1217,Estonia,2011-06-01,2.42
1218,Estonia,2011-07-01,2.32
1219,Estonia,2011-08-01,2.87
1220,Estonia,2011-09-01,3.26
1221,Estonia,2011-10-01,3.33
1222,Estonia,2011-11-01,3.52
1223,Estonia,2011-12-01,2.72
1224,Estonia,2012-01-01,2.46
1225,Estonia,2012-02-01,2.38
1226,Estonia,2012-03-01,2.43
1227,Estonia,2012-04-01,2.33
1228,Estonia,2012-05-01,2.87
1229,Estonia,2012-06-01,2.08
1230,Estonia,2012-07-01,2.54
1231,Estonia,2012-08-01,2.52
1232,Estonia,2012-09-01,3.01
1233,Estonia,2012-10-01,3.76
1234,Estonia,2012-11-01,3.32
1235,Estonia,2012-12-01,2.2
1236,Estonia,2013-01-01,2.7
1237,Estonia,2013-02-01,2.16
1238,Estonia,2013-03-01,2.37
1239,Estonia,2013-04-01,2.6
1240,Estonia,2013-05-01,2.72
1241,Estonia,2013-06-01,2.09
1242,Estonia,2013-07-01,2.61
1243,Estonia,2013-08-01,2.86
1244,Estonia,2013-09-01,3.13
1245,Estonia,2013-10-01,3.66
1246,Estonia,2013-11-01,2.96
1247,Estonia,2013-12-01,2.56
1248,Estonia,2014-01-01,2.71
1249,Estonia,2014-02-01,2.28
1250,Estonia,2014-03-01,2.7
1251,Estonia,2014-04-01,2.91
1252,Estonia,2014-05-01,2.77
1253,Estonia,2014-06-01,2.36
1254,Estonia,2014-07-01,2.97
1255,Estonia,2014-08-01,2.73
1256,Estonia,2014-09-01,3.35
1257,Estonia,2014-10-01,3.38
1258,Estonia,2014-11-01,3.06
1259,Estonia,2014-12-01,3.03
1260,Estonia,2015-01-01,3.09
1261,Estonia,2015-02-01,2.78
1262,Estonia,2015-03-01,3.08
1263,Estonia,2015-04-01,2.98
1264,Estonia,2015-05-01,2.84
1265,Estonia,2015-06-01,2.56
1266,Estonia,2015-07-01,2.98
1267,Estonia,2015-08-01,2.77
1268,Estonia,2015-09-01,3.36
1269,Estonia,2015-10-01,3.27
1270,Estonia,2015-11-01,3.22
1271,Estonia,2015-12-01,2.78
1272,Estonia,2016-01-01,2.73
1273,Estonia,2016-02-01,2.52
1274,Estonia,2016-03-01,2.92
1275,Estonia,2016-04-01,2.77
1276,Estonia,2016-05-01,3.07
1277,Estonia,2016-06-01,2.44
1278,Estonia,2016-07-01,2.46
1279,Estonia,2016-08-01,2.86
1280,Estonia,2016-09-01,3.39
1281,Estonia,2016-10-01,3.3
1282,Estonia,2016-11-01,3.32
1283,Estonia,2016-12-01,2.63
1284,Estonia,2017-01-01,2.59
1285,Estonia,2017-02-01,2.26
1286,Estonia,2017-03-01,2.67
1287,Estonia,2017-04-01,2.07
1288,Estonia,2017-05-01,2.78
1289,Estonia,2017-06-01,2.62
1290,Estonia,2017-07-01,2.15
1291,Estonia,2017-08-01,2.87
1292,Estonia,2017-09-01,3.01
1293,Estonia,2017-10-01,3.26
1294,Estonia,2017-11-01,3.3
1295,Estonia,2017-12-01,2.56
1296,Estonia,2018-01-01,2.72
1297,Estonia,2018-02-01,1.99
1298,Estonia,2018-03-01,2.39
1299,Estonia,2018-04-01,2.5
1300,Estonia,2018-05-01,2.73
1301,Estonia,2018-06-01,2.5
1302,Estonia,2018-07-01,2.54
1303,Estonia,2018-08-01,2.98
1304,Estonia,2018-09-01,2.93
1305,Estonia,2018-10-01,3.25
1306,Estonia,2018-11-01,3.1
1307,Estonia,2018-12-01,2.44
1308,Estonia,2019-01-01,2.9
1309,Estonia,2019-02-01,2.38
1310,Estonia,2019-03-01,2.46
1311,Estonia,2019-04-01,2.35
1312,Estonia,2019-05-01,2.63
1313,Estonia,2019-06-01,2.13
1314,Estonia,2019-07-01,2.44
1315,Estonia,2019-08-01,2.64
1316,Estonia,2019-09-01,2.69
1317,Estonia,2019-10-01,3.17
1318,Estonia,2019-11-01,2.72
1319,Estonia,2019-12-01,2.27
1560,European Union - 15 countries (1995-2004),2010-01-01,1536.89
1561,European Union - 15 countries (1995-2004),2010-02-01,1424.71
1562,European Union - 15 countries (1995-2004),2010-03-01,1639.22
1563,European Union - 15 countries (1995-2004),2010-04-01,1470.88
1564,European Union - 15 countries (1995-2004),2010-05-01,1466.51
1565,European Union - 15 countries (1995-2004),2010-06-01,1496.1
1566,European Union - 15 countries (1995-2004),2010-07-01,1460.84
1567,European Union - 15 countries (1995-2004),2010-08-01,1583.85
1568,European Union - 15 countries (1995-2004),2010-09-01,1661.42
1569,European Union - 15 countries (1995-2004),2010-10-01,1685.54
1570,European Union - 15 countries (1995-2004),2010-11-01,1777.18
1571,European Union - 15 countries (1995-2004),2010-12-01,1639.34
1572,European Union - 15 countries (1995-2004),2011-01-01,1601.4
1573,European Union - 15 countries (1995-2004),2011-02-01,1451.89
1574,European Union - 15 countries (1995-2004),2011-03-01,1598.13
1575,European Union - 15 countries (1995-2004),2011-04-01,1437.16
1576,European Union - 15 countries (1995-2004),2011-05-01,1566.86
1577,European Union - 15 countries (1995-2004),2011-06-01,1454.83
1578,European Union - 15 countries (1995-2004),2011-07-01,1449.63
1579,European Union - 15 countries (1995-2004),2011-08-01,1572.17
1580,European Union - 15 countries (1995-2004),2011-09-01,1590.05
1581,European Union - 15 countries (1995-2004),2011-10-01,1648.27
1582,European Union - 15 countries (1995-2004),2011-11-01,1679.69
1583,European Union - 15 countries (1995-2004),2011-12-01,1455.04
1584,European Union - 15 countries (1995-2004),2012-01-01,1508.9
1585,European Union - 15 countries (1995-2004),2012-02-01,1397.57
1586,European Union - 15 countries (1995-2004),2012-03-01,1462.54
1587,European Union - 15 countries (1995-2004),2012-04-01,1409.03
1588,European Union - 15 countries (1995-2004),2012-05-01,1438.43
1589,European Union - 15 countries (1995-2004),2012-06-01,1344.68
1590,European Union - 15 countries (1995-2004),2012-07-01,1448.92
1591,European Union - 15 countries (1995-2004),2012-08-01,1460.64
1592,European Union - 15 countries (1995-2004),2012-09-01,1480.71
1593,European Union - 15 countries (1995-2004),2012-10-01,1723.08
1594,European Union - 15 countries (1995-2004),2012-11-01,1593.16
1595,European Union - 15 countries (1995-2004),2012-12-01,1373.59
1596,European Union - 15 countries (1995-2004),2013-01-01,1484.46
1597,European Union - 15 countries (1995-2004),2013-02-01,1289.16
1598,European Union - 15 countries (1995-2004),2013-03-01,1342.87
1599,European Union - 15 countries (1995-2004),2013-04-01,1435.89
1600,European Union - 15 countries (1995-2004),2013-05-01,1367.22
1601,European Union - 15 countries (1995-2004),2013-06-01,1269.82
1602,European Union - 15 countries (1995-2004),2013-07-01,1429.05
1603,European Union - 15 countries (1995-2004),2013-08-01,1329.7
1604,European Union - 15 countries (1995-2004),2013-09-01,1491.82
1605,European Union - 15 countries (1995-2004),2013-10-01,1634.16
1606,European Union - 15 countries (1995-2004),2013-11-01,1492.42
1607,European Union - 15 countries (1995-2004),2013-12-01,1371.25
1608,European Union - 15 countries (1995-2004),2014-01-01,1493.25
1609,European Union - 15 countries (1995-2004),2014-02-01,1281.9
1610,European Union - 15 countries (1995-2004),2014-03-01,1343.92
1611,European Union - 15 countries (1995-2004),2014-04-01,1348.91
1612,European Union - 15 countries (1995-2004),2014-05-01,1315.41
1613,European Union - 15 countries (1995-2004),2014-06-01,1311.51
1614,European Union - 15 countries (1995-2004),2014-07-01,1395.92
1615,European Union - 15 countries (1995-2004),2014-08-01,1328.85
1616,European Union - 15 countries (1995-2004),2014-09-01,1478.39
1617,European Union - 15 countries (1995-2004),2014-10-01,1616.0
1618,European Union - 15 countries (1995-2004),2014-11-01,1454.82
1619,European Union - 15 countries (1995-2004),2014-12-01,1443.06
1620,European Union - 15 countries (1995-2004),2015-01-01,1459.95
1621,European Union - 15 countries (1995-2004),2015-02-01,1299.23
1622,European Union - 15 countries (1995-2004),2015-03-01,1447.6
1623,European Union - 15 countries (1995-2004),2015-04-01,1362.64
1624,European Union - 15 countries (1995-2004),2015-05-01,1284.86
1625,European Union - 15 countries (1995-2004),2015-06-01,1386.23
1626,European Union - 15 countries (1995-2004),2015-07-01,1411.51
1627,European Union - 15 countries (1995-2004),2015-08-01,1380.69
1628,European Union - 15 countries (1995-2004),2015-09-01,1491.21
1629,European Union - 15 countries (1995-2004),2015-10-01,1551.52
1630,European Union - 15 countries (1995-2004),2015-11-01,1520.58
1631,European Union - 15 countries (1995-2004),2015-12-01,1441.35
1632,European Union - 15 countries (1995-2004),2016-01-01,1396.57
1633,European Union - 15 countries (1995-2004),2016-02-01,1403.84
1634,European Union - 15 countries (1995-2004),2016-03-01,1464.58
1635,European Union - 15 countries (1995-2004),2016-04-01,1412.28
1636,European Union - 15 countries (1995-2004),2016-05-01,1394.52
1637,European Union - 15 countries (1995-2004),2016-06-01,1435.69
1638,European Union - 15 countries (1995-2004),2016-07-01,1334.41
1639,European Union - 15 countries (1995-2004),2016-08-01,1487.55
1640,European Union - 15 countries (1995-2004),2016-09-01,1563.27
1641,European Union - 15 countries (1995-2004),2016-10-01,1524.88
1642,European Union - 15 countries (1995-2004),2016-11-01,1627.02
1643,European Union - 15 countries (1995-2004),2016-12-01,1496.68
1644,European Union - 15 countries (1995-2004),2017-01-01,1426.11
1645,European Union - 15 countries (1995-2004),2017-02-01,1333.27
1646,European Union - 15 countries (1995-2004),2017-03-01,1528.38
1647,European Union - 15 countries (1995-2004),2017-04-01,1286.78
1648,European Union - 15 countries (1995-2004),2017-05-01,1476.98
1649,European Union - 15 countries (1995-2004),2017-06-01,1431.47
1650,European Union - 15 countries (1995-2004),2017-07-01,1339.7
1651,European Union - 15 countries (1995-2004),2017-08-01,1469.4
1652,European Union - 15 countries (1995-2004),2017-09-01,1467.47
1653,European Union - 15 countries (1995-2004),2017-10-01,1554.22
1654,European Union - 15 countries (1995-2004),2017-11-01,1633.35
1655,European Union - 15 countries (1995-2004),2017-12-01,1418.68
1656,European Union - 15 countries (1995-2004),2018-01-01,1512.88
1657,European Union - 15 countries (1995-2004),2018-02-01,1335.62
1658,European Union - 15 countries (1995-2004),2018-03-01,1492.24
1659,European Union - 15 countries (1995-2004),2018-04-01,1392.11
1660,European Union - 15 countries (1995-2004),2018-05-01,1451.1
1661,European Union - 15 countries (1995-2004),2018-06-01,1403.15
1662,European Union - 15 countries (1995-2004),2018-07-01,1454.26
1663,European Union - 15 countries (1995-2004),2018-08-01,1501.54
1664,European Union - 15 countries (1995-2004),2018-09-01,1461.23
1665,European Union - 15 countries (1995-2004),2018-10-01,1668.34
1666,European Union - 15 countries (1995-2004),2018-11-01,1629.51
1667,European Union - 15 countries (1995-2004),2018-12-01,1356.53
1668,European Union - 15 countries (1995-2004),2019-01-01,1525.67
1669,European Union - 15 countries (1995-2004),2019-02-01,1343.68
1670,European Union - 15 countries (1995-2004),2019-03-01,1422.69
1671,European Union - 15 countries (1995-2004),2019-04-01,1426.69
1672,European Union - 15 countries (1995-2004),2019-05-01,1477.99
1673,European Union - 15 countries (1995-2004),2019-06-01,1298.2
1674,European Union - 15 countries (1995-2004),2019-07-01,1459.35
1675,European Union - 15 countries (1995-2004),2019-08-01,1420.66
1676,European Union - 15 countries (1995-2004),2019-09-01,1422.82
1677,European Union - 15 countries (1995-2004),2019-10-01,1646.22
1678,European Union - 15 countries (1995-2004),2019-11-01,1559.08
1679,European Union - 15 countries (1995-2004),2019-12-01,1403.31
1680,European Union - 25 countries (2004-2006),2010-01-01,1673.45
1681,European Union - 25 countries (2004-2006),2010-02-01,1573.54
1682,European Union - 25 countries (2004-2006),2010-03-01,1820.05
1683,European Union - 25 countries (2004-2006),2010-04-01,1633.6
1684,European Union - 25 countries (2004-2006),2010-05-01,1633.9
1685,European Union - 25 countries (2004-2006),2010-06-01,1670.96
1686,European Union - 25 countries (2004-2006),2010-07-01,1639.37
1687,European Union - 25 countries (2004-2006),2010-08-01,1754.83
1688,European Union - 25 countries (2004-2006),2010-09-01,1855.03
1689,European Union - 25 countries (2004-2006),2010-10-01,1889.15
1690,European Union - 25 countries (2004-2006),2010-11-01,1980.09
1691,European Union - 25 countries (2004-2006),2010-12-01,1821.84
1692,European Union - 25 countries (2004-2006),2011-01-01,1765.95
1693,European Union - 25 countries (2004-2006),2011-02-01,1611.13
1694,European Union - 25 countries (2004-2006),2011-03-01,1788.98
1695,European Union - 25 countries (2004-2006),2011-04-01,1599.3
1696,European Union - 25 countries (2004-2006),2011-05-01,1744.88
1697,European Union - 25 countries (2004-2006),2011-06-01,1625.41
1698,European Union - 25 countries (2004-2006),2011-07-01,1609.09
1699,European Union - 25 countries (2004-2006),2011-08-01,1737.78
1700,European Union - 25 countries (2004-2006),2011-09-01,1767.76
1701,European Union - 25 countries (2004-2006),2011-10-01,1832.41
1702,European Union - 25 countries (2004-2006),2011-11-01,1867.6
1703,European Union - 25 countries (2004-2006),2011-12-01,1648.4
1704,European Union - 25 countries (2004-2006),2012-01-01,1648.55
1705,European Union - 25 countries (2004-2006),2012-02-01,1530.05
1706,European Union - 25 countries (2004-2006),2012-03-01,1640.75
1707,European Union - 25 countries (2004-2006),2012-04-01,1552.44
1708,European Union - 25 countries (2004-2006),2012-05-01,1625.59
1709,European Union - 25 countries (2004-2006),2012-06-01,1519.8
1710,European Union - 25 countries (2004-2006),2012-07-01,1601.47
1711,European Union - 25 countries (2004-2006),2012-08-01,1617.16
1712,European Union - 25 countries (2004-2006),2012-09-01,1638.76
1713,European Union - 25 countries (2004-2006),2012-10-01,1904.51
1714,European Union - 25 countries (2004-2006),2012-11-01,1801.43
1715,European Union - 25 countries (2004-2006),2012-12-01,1567.75
1716,European Union - 25 countries (2004-2006),2013-01-01,1637.39
1717,European Union - 25 countries (2004-2006),2013-02-01,1433.84
1718,European Union - 25 countries (2004-2006),2013-03-01,1495.17
1719,European Union - 25 countries (2004-2006),2013-04-01,1586.54
1720,European Union - 25 countries (2004-2006),2013-05-01,1524.34
1721,European Union - 25 countries (2004-2006),2013-06-01,1421.79
1722,European Union - 25 countries (2004-2006),2013-07-01,1588.85
1723,European Union - 25 countries (2004-2006),2013-08-01,1474.37
1724,European Union - 25 countries (2004-2006),2013-09-01,1651.71
1725,European Union - 25 countries (2004-2006),2013-10-01,1811.52
1726,European Union - 25 countries (2004-2006),2013-11-01,1645.65
1727,European Union - 25 countries (2004-2006),2013-12-01,1512.72
1728,European Union - 25 countries (2004-2006),2014-01-01,1637.97
1729,European Union - 25 countries (2004-2006),2014-02-01,1440.97
